8488	0.1351633303777271	-0.3502542101457567	22	34	21	0	0	2	491	0	564	0
3560	0.2560589863432338	-0.4047681030743893	19	32	15	2	0	3	1198	2	1299	2
370224	0.49829818457096287	0.14407545205484334	7	22	8	0	0	0	271	0	314	0
49876	0.5680344453747919	-0.040906035463321055	23	25	36	1	0	11	1580	2	1821	2
8480	0.47692858054475606	0.0912204617582078	23	31	2	0	0	0	337	0	434	0
7868	0.4725059802487262	0.3853865715703067	22	24	10	2	0	9	400	7	507	7
192748	0.2754237575772413	0.0957272892436915	7	26	9	0	0	0	190	1	227	1
285508	0.04532612433862433	-0.01565006613756615	9	22	6	0	0	1	54	1	71	1
9380	0.34391791119037207	0.1665809654348747	13	24	4	0	0	2	872	0	892	0
247248	0.2919513357252061	0.032614274801054666	21	23	21	1	0	4	354	6	487	6
245364	0.4893882508945173	0.11125424486167051	20	22	19	6	0	14	475	11	586	11
8416	0.4570551352389281	0.33616836970446196	20	34	31	6	0	11	169	1	250	1
7892	0.7568837106379698	-0.0423170302375504	8	31	11	1	0	3	337	0	385	0
14748	0.7318024346476434	-0.07973931762237763	16	25	15	2	0	3	922	1	1010	1
31528	0.6367901214196132	0.245708408662678	20	27	23	1	0	5	1150	5	1263	5
8032	0.7825723709678903	-0.16543656386584327	23	27	22	6	0	11	777	3	992	3
8944	0.47641062363975695	-0.031928846683776824	20	28	11	0	0	4	561	0	665	0
8980	0.2794284321644126	-0.06434466844863906	19	26	12	2	0	4	368	2	450	2
3324	0.5080267705734905	-0.16399423015257208	20	25	32	10	0	25	273	5	360	5
70092	0.46342734261228	0.1293699422970962	22	30	16	1	0	6	757	5	890	5
8752	0.1762716454432003	0.013165509259259259	3	34	0	0	0	0	3	0	6	0
227756	0.1762716454432003	-0.425125	1	21	1	0	0	0	4	0	4	0
397168	0.3844188181504415	0.07953224145362991	14	20	6	0	0	0	316	1	424	1
14796	0.4753871249130427	0.14269091833966258	18	29	9	0	0	2	410	0	547	0
16436	0.15097564815883205	-0.39440714760212836	14	27	7	0	0	5	171	4	224	4
77548	0.7007768629069809	-0.1055902633508462	20	28	24	1	0	3	652	3	771	3
7932	0.3570940842473138	0.014140150882467006	21	34	13	1	0	2	661	0	804	0
49872	0.24317848370914782	-0.2175850095031532	20	26	13	4	0	16	505	5	632	5
9532	0.04951987813594675	-0.2946158094677593	10	24	4	0	0	2	51	0	68	0
56	0.1762716454432003	0.10548552169067216	4	25	3	0	0	0	55	0	69	0
7944	0.24788081748446353	0.004233690371105936	18	32	25	10	0	9	500	5	626	5
340	0.583619739526332	0.026129759476176018	14	28	21	0	0	1	440	5	565	5
353236	0.4863939928228378	0.17338501381963028	20	20	25	0	0	1	304	0	372	0
21100	0.4083684556500889	-0.03919149955642964	17	30	12	1	0	2	505	0	595	0
20620	0.19288548944265874	-0.22171532628868265	17	26	25	2	0	4	534	1	641	1
7936	0.7144595540249523	-0.05776586322352695	12	25	23	3	0	12	667	8	780	8
25572	0.10632307624153102	-0.07266461115903074	16	28	3	3	0	4	189	0	242	0
48	0.628869717651879	-0.016321685934117758	22	31	16	0	0	2	1321	3	1471	3
8004	0.43497751604009116	-0.12008554106923985	16	28	13	2	0	2	427	0	538	0
402884	0.1762716454432003	-0.5374579608343977	2	20	0	0	0	0	56	0	63	0
11152	0.11783361438905732	0.07794638327534972	15	30	21	0	0	2	582	1	619	1
12536	0.11512034982822623	-0.1818666874441094	19	27	13	3	0	8	136	1	165	1
3436	0.6256354749970142	0.020809432878159284	18	24	20	0	0	0	383	2	498	2
25804	0.02430703888316128	-0.1622519610375334	21	28	18	1	0	6	483	5	577	5
36	0.5686982303190716	-0.050435095496809024	10	29	8	0	0	0	594	2	676	2
13484	0.8123965309893519	0.3071099838667768	21	22	25	5	0	11	548	12	675	13
210044	0.7236813592581606	0.15398376463749197	22	24	15	0	0	5	1237	2	1385	3
8976	0.422169662603907	-0.07219335455278497	21	26	17	0	0	1	749	4	902	4
8136	0.6497869574352674	0.03362529247920276	10	24	8	0	0	1	329	1	414	1
8144	0.4193370012935189	-0.17631264893839838	16	23	8	0	0	3	272	2	348	2
8116	0.0369440300481633	0.024072023199430453	21	24	12	0	0	8	471	7	608	7
61988	0.06946760457434045	-0.22657416992805704	17	33	5	3	0	3	713	2	844	2
21164	0.6125630884618505	0.04855403107419887	17	29	18	0	0	2	683	1	786	2
8336	0.5565788134533874	0.041012025923125695	21	29	21	0	0	0	811	1	1043	1
8192	0.5729409502741595	-0.00818746588844288	20	30	17	0	0	2	586	3	763	3
62344	0.1762716454432003	-0.0631800925925926	2	24	2	0	0	0	5	0	7	0
28292	0.46267302652843295	-0.09532261119625268	21	25	26	6	0	9	1130	2	1294	2
7964	0.06302440231020569	-0.36601127185679655	16	28	19	1	0	3	971	5	1136	5
8272	0.1762716454432003	-0.15605445314407812	2	32	1	0	0	0	62	0	76	0
7888	0.5489034211360282	-0.25801706438258987	5	23	3	0	0	4	131	0	163	0
32968	0.1762716454432003	-0.23360655854695006	3	30	6	0	0	0	39	2	65	2
4908	0.6394580121201476	-0.04328678122482865	12	25	7	0	0	2	577	5	675	5
15808	0.11738414290085071	-0.7647906194409896	21	26	30	9	0	18	429	8	582	9
116	0.20434115725179555	0.18119133391504222	19	27	8	1	0	7	614	1	692	1
21160	0.267306741433977	-0.395485825068251	9	32	8	1	0	2	283	2	339	2
160	0.5906808550457969	-0.0025151188509591194	10	28	9	2	0	3	239	2	316	2
134708	0.1762716454432003	-0.459375	1	22	0	0	0	0	1	0	1	0
8360	0.5893114186766636	-0.0008020448427958904	12	28	20	0	0	0	248	1	344	1
62224	0.7735514107902138	0.007064596586632055	14	24	3	3	0	8	316	3	408	3
86308	0.2488492264595069	0.04347639827221514	10	30	12	0	0	1	195	0	227	0
8460	0.8036532675694688	0.12645656743714717	21	27	17	0	0	2	599	5	724	5
8296	0.3699577190398112	0.2532308948947163	15	35	10	3	0	12	69	1	90	1
14688	0.05066220593357642	0.041955107162662715	10	31	12	0	0	0	185	0	215	0
8620	0.33980100801260155	0.02645962079928388	15	31	17	1	0	3	177	0	215	0
222220	0.5397040576820209	0.07741061447817155	9	24	6	0	0	1	500	3	599	4
20612	0.624204273783609	0.020162230551890148	14	26	17	2	0	3	681	2	791	2
230020	0.45575298284553034	-0.019693722557208693	13	22	2	1	0	11	450	3	511	3
3360	0.3237782390147057	-0.5946965776652359	18	30	6	4	0	18	343	2	409	2
269676	0.1762716454432003	-0.5	1	23	0	0	0	0	0	0	0	0
29640	0.027821893165130944	-0.24589797577758793	15	24	16	0	0	2	548	0	618	0
268776	0.533631259449949	0.08644076525956979	13	24	12	0	0	0	517	0	601	0
8580	0.1762716454432003	-0.047242936197916696	3	28	0	0	0	0	25	0	35	0
8384	0.45706989717180413	0.10830580732074868	16	31	27	1	0	7	136	6	198	6
26136	0.30304824623395654	-0.45262228010048255	4	23	5	0	0	0	129	1	163	1
8284	0.10717204892622786	-0.2067911227423798	14	31	11	0	0	1	138	1	193	1
284	0.4318447952805552	0.004345780460450144	10	25	13	0	0	1	270	0	335	0
10252	0.44371014668016995	0.1465836768131797	15	27	7	1	0	1	352	0	410	0
7988	0.17844896531549337	-0.09410495693353876	19	32	17	0	0	4	611	4	737	5
7864	0.030545756895456945	0.03006810272140218	7	27	2	0	0	0	82	0	94	0
237268	0.1762716454432003	-0.011834976566072245	3	22	0	0	0	0	12	0	14	0
70156	0.43181435181137195	-0.0501443036535123	20	27	13	1	0	1	451	8	574	8
284476	0.3415231857190058	0.29420796017364675	8	20	2	0	0	0	109	3	140	3
9280	0.06060883977548244	-0.2545851716235776	13	27	13	0	0	1	220	1	304	1
350976	0.4921023115475173	0.1863104936338788	13	21	7	0	0	0	315	3	410	3
3424	0.20564817573801492	0.18868319414643686	13	33	5	1	0	1	55	0	69	0
14808	0.22987287306323564	-0.14585582320381088	15	27	5	1	0	4	375	0	407	0
145692	0.17744873571140976	0.08708991422556753	11	28	16	5	0	10	67	2	97	2
8464	0.614669257317914	0.08015875886354573	15	28	11	1	0	3	1055	2	1113	2
3928	0.0	-0.278715883347379	14	30	13	1	0	1	502	1	604	1
8096	0.1762716454432003	-0.07969921875000002	1	35	1	0	0	0	7	0	8	0
447812	0.5944427561351363	0.0480811184329023	6	19	2	0	0	0	126	0	171	0
8324	0.04618005740882301	0.02695400746288847	5	35	2	0	0	0	169	0	179	0
