((265366, 285508), 0.7217138177074981)
((265366, 217078), 0.6475929414335664)
((265366, 283142), 0.693335830580302)
((265366, 192748), 0.6521430082646497)
((265366, 8480), 0.6036527241516305)
((265366, 8488), 0.6051034673256778)
((265366, 26150), 0.4604105014476928)
((26150, 285508), 0.42428553120340873)
((26150, 217078), 0.3589648237179487)
((26150, 283142), 0.23791785447994163)
((26150, 192748), 0.4804757687006674)
((26150, 8480), 0.41763530969085144)
((26150, 8488), 0.5818544627756017)
((26150, 265366), 0.4604105014476928)
((7879, 120339), 0.6767594537815126)
((7879, 7945), 0.5869159617794486)
((7879, 14869), 0.4328239273406245)
((7879, 25413), 0.7496296364724099)
((7879, 167145), 0.26231304202559874)
((7879, 3319), 0.2771010166771886)
((7879, 14763), 0.4318805555555556)
((7879, 8013), 0.38314043209876547)
((7879, 8653), 0.40487826539855076)
((7879, 149019), 0.6263221153846154)
((7879, 14853), 0.6208629261363636)
((7879, 12829), 0.6357638888888889)
((120339, 7879), 0.6767594537815126)
((7945, 7879), 0.5869159617794486)
((120339, 7945), 0.5954663773404099)
((7945, 120339), 0.5954663773404099)
((120339, 14869), 0.4027025293813177)
((120339, 25413), 0.5681494277398459)
((120339, 167145), 0.40284666601015406)
((120339, 3319), 0.4302247765425614)
((7945, 14869), 0.3902331490293186)
((7945, 25413), 0.6348889185365826)
((7945, 167145), 0.5361463722954586)
((7945, 3319), 0.6065474117270323)
((120339, 14763), 0.4947044351073763)
((120339, 8013), 0.44596431165058614)
((120339, 8653), 0.46770214495037143)
((120339, 149019), 0.5634982358327947)
((120339, 14853), 0.558039046584543)
((120339, 12829), 0.5729400093370681)
((7945, 14763), 0.5131736319966583)
((7945, 8013), 0.4644335085398682)
((7945, 8653), 0.4861713418396535)
((7945, 149019), 0.5450290389435126)
((7945, 14853), 0.5395698496952609)
((7945, 12829), 0.5544708124477862)
((14869, 7879), 0.4328239273406245)
((25413, 7879), 0.7496296364724099)
((167145, 7879), 0.26231304202559874)
((3319, 7879), 0.2771010166771886)
((14869, 120339), 0.4027025293813177)
((14869, 7945), 0.3902331490293186)
((25413, 120339), 0.5681494277398459)
((25413, 7945), 0.6348889185365826)
((167145, 120339), 0.40284666601015406)
((167145, 7945), 0.5361463722954586)
((3319, 120339), 0.4302247765425614)
((3319, 7945), 0.6065474117270323)
((14869, 25413), 0.6253987053696045)
((14869, 167145), 0.5623849301607058)
((14869, 3319), 0.5146125317427237)
((25413, 14869), 0.6253987053696045)
((25413, 167145), 0.5313259766694275)
((25413, 3319), 0.5765467443393663)
((167145, 14869), 0.5623849301607058)
((167145, 25413), 0.5313259766694275)
((167145, 3319), 0.7210017966360958)
((3319, 14869), 0.5146125317427237)
((3319, 25413), 0.5765467443393663)
((3319, 167145), 0.7210017966360958)
((14869, 14763), 0.5920019057260586)
((14869, 8013), 0.5432617822692685)
((14869, 8653), 0.5649996155690538)
((14869, 149019), 0.46620076521411236)
((14869, 14853), 0.46074157596586063)
((14869, 12829), 0.47564253871838585)
((25413, 14763), 0.5404905815972223)
((25413, 8013), 0.4917504581404321)
((25413, 8653), 0.5134882914402175)
((25413, 149019), 0.5177120893429488)
((25413, 14853), 0.5122529000946969)
((25413, 12829), 0.5271538628472222)
((167145, 14763), 0.5918577690972222)
((167145, 8013), 0.5431176456404321)
((167145, 8653), 0.5648554789402174)
((167145, 149019), 0.46634490184294874)
((167145, 14853), 0.460885712594697)
((167145, 12829), 0.47578667534722224)
((3319, 14763), 0.5644796585648149)
((3319, 8013), 0.5157395351080247)
((3319, 8653), 0.53747736840781)
((3319, 149019), 0.4937230123753561)
((3319, 14853), 0.48826382312710437)
((3319, 12829), 0.5031647858796295)
((14763, 7879), 0.5681194444444444)
((8013, 7879), 0.6168595679012345)
((8653, 7879), 0.5951217346014492)
((149019, 7879), 0.6263221153846154)
((14853, 7879), 0.6208629261363636)
((12829, 7879), 0.6357638888888889)
((14763, 120339), 0.5052955648926237)
((14763, 7945), 0.48682636800334167)
((8013, 120339), 0.5540356883494139)
((8013, 7945), 0.5355664914601318)
((8653, 120339), 0.5322978550496286)
((8653, 7945), 0.5138286581603465)
((149019, 120339), 0.5634982358327947)
((149019, 7945), 0.5450290389435126)
((14853, 120339), 0.558039046584543)
((14853, 7945), 0.5395698496952609)
((12829, 120339), 0.5729400093370681)
((12829, 7945), 0.5544708124477862)
((14763, 14869), 0.5920019057260586)
((14763, 25413), 0.45950941840277776)
((14763, 167145), 0.5918577690972222)
((14763, 3319), 0.5644796585648149)
((8013, 14869), 0.5432617822692685)
((8013, 25413), 0.5082495418595678)
((8013, 167145), 0.5431176456404321)
((8013, 3319), 0.5157395351080247)
((8653, 14869), 0.5649996155690538)
((8653, 25413), 0.4865117085597826)
((8653, 167145), 0.5648554789402174)
((8653, 3319), 0.53747736840781)
((149019, 14869), 0.5337992347858876)
((149019, 25413), 0.5177120893429488)
((149019, 167145), 0.5336550981570513)
((149019, 3319), 0.5062769876246439)
((14853, 14869), 0.5392584240341394)
((14853, 25413), 0.5122529000946969)
((14853, 167145), 0.539114287405303)
((14853, 3319), 0.5117361768728956)
((12829, 14869), 0.5243574612816142)
((12829, 25413), 0.5271538628472222)
((12829, 167145), 0.5242133246527778)
((12829, 3319), 0.4968352141203704)
((14763, 8013), 0.6826752201583604)
((14763, 8653), 0.5930373267328799)
((14763, 149019), 0.4089656575514239)
((14763, 14853), 0.41692916458690965)
((14763, 12829), 0.5605557095137196)
((8013, 14763), 0.6826752201583604)
((8013, 8653), 0.6100794862671872)
((8013, 149019), 0.3814249419653134)
((8013, 14853), 0.4116037720959596)
((8013, 12829), 0.5633009946626484)
((8653, 14763), 0.5930373267328799)
((8653, 8013), 0.6100794862671872)
((8653, 149019), 0.2848057419850847)
((8653, 14853), 0.32317907621360664)
((8653, 12829), 0.3390198227745147)
((149019, 14763), 0.4089656575514239)
((149019, 8013), 0.3814249419653134)
((149019, 8653), 0.2848057419850847)
((149019, 14853), 0.5734225174671582)
((149019, 12829), 0.6372027508670548)
((14853, 14763), 0.41692916458690965)
((14853, 8013), 0.4116037720959596)
((14853, 8653), 0.32317907621360664)
((14853, 149019), 0.5734225174671582)
((14853, 12829), 0.6120325563108766)
((12829, 14763), 0.5605557095137196)
((12829, 8013), 0.5633009946626484)
((12829, 8653), 0.3390198227745147)
((12829, 149019), 0.6372027508670548)
((12829, 14853), 0.6120325563108766)
((8416, 25950), 0.5226532209907209)
((8416, 247248), 0.7873398626277913)
((8416, 8242), 0.37172414647677715)
((8416, 61390), 0.7007616699626671)
((8416, 15526), 0.3818825282569522)
((8416, 8086), 0.710589890945283)
((8416, 64966), 0.4462998335002865)
((8416, 466), 0.5342040526440239)
((8416, 3278), 0.5122616660324708)
((8416, 245364), 0.4908730158730159)
((8416, 11066), 0.5117465277777777)
((8416, 340386), 0.4599680902777778)
((8416, 9380), 0.4283450660842294)
((8416, 70086), 0.6423618706597223)
((8416, 71654), 0.4490798611111111)
((25950, 8416), 0.5226532209907209)
((247248, 8416), 0.7873398626277913)
((25950, 247248), 0.3475021257902746)
((247248, 25950), 0.3475021257902746)
((25950, 8242), 0.47321032971108823)
((25950, 61390), 0.651442417999624)
((25950, 15526), 0.9575292484555565)
((25950, 8086), 0.5810657611884142)
((247248, 8242), 0.29459881782998354)
((247248, 61390), 0.44469894634962226)
((247248, 15526), 0.2439722852325634)
((247248, 8086), 0.6045761883790087)
((25950, 64966), 0.41270449528000036)
((25950, 466), 0.6652600588456157)
((25950, 3278), 0.13996095081401158)
((25950, 245364), 0.48144593253968254)
((25950, 11066), 0.5023194444444444)
((25950, 340386), 0.45054100694444443)
((25950, 9380), 0.4189179827508961)
((25950, 70086), 0.6517889539930556)
((247248, 64966), 0.3888349844289035)
((247248, 466), 0.5670370968253869)
((247248, 3278), 0.692298879134232)
((247248, 245364), 0.5868603954739791)
((247248, 11066), 0.607733907378741)
((247248, 340386), 0.555955469878741)
((247248, 9380), 0.5243324456851925)
((247248, 70086), 0.546374491058759)
((25950, 71654), 0.4396527777777778)
((247248, 71654), 0.5450672407120744)
((8242, 8416), 0.37172414647677715)
((61390, 8416), 0.7007616699626671)
((15526, 8416), 0.3818825282569522)
((8086, 8416), 0.710589890945283)
((8242, 25950), 0.47321032971108823)
((8242, 247248), 0.29459881782998354)
((61390, 25950), 0.651442417999624)
((61390, 247248), 0.44469894634962226)
((15526, 25950), 0.9575292484555565)
((15526, 247248), 0.2439722852325634)
((8086, 25950), 0.5810657611884142)
((8086, 247248), 0.6045761883790087)
((8242, 61390), 0.6355360548612136)
((8242, 15526), 0.48996043314746907)
((8242, 8086), 0.4228374775761425)
((61390, 8242), 0.6355360548612136)
((61390, 15526), 0.5227064103248937)
((61390, 8086), 0.632260493533416)
((15526, 8242), 0.48996043314746907)
((15526, 61390), 0.5227064103248937)
((15526, 8086), 0.5268114578657992)
((8086, 8242), 0.4228374775761425)
((8086, 61390), 0.632260493533416)
((8086, 15526), 0.5268114578657992)
((8242, 64966), 0.6708963023698649)
((8242, 466), 0.40051462459887277)
((8242, 3278), 0.4034691719069835)
((8242, 245364), 0.6292600108225108)
((8242, 11066), 0.6501335227272728)
((8242, 340386), 0.5983550852272728)
((8242, 9380), 0.5667320610337243)
((8242, 70086), 0.5039748757102273)
((61390, 64966), 0.5926577428792346)
((61390, 466), 0.4995697052476482)
((61390, 3278), 0.40448455836592256)
((61390, 245364), 0.5801655505952381)
((61390, 11066), 0.6010390624999999)
((61390, 340386), 0.5492606250000001)
((61390, 9380), 0.5176376008064516)
((61390, 70086), 0.5530693359375001)
((15526, 64966), 0.42945459871638125)
((15526, 466), 0.6977854926443309)
((15526, 3278), 0.18191722136741154)
((15526, 245364), 0.5541889880952381)
((15526, 11066), 0.5750625)
((15526, 340386), 0.5232840625)
((15526, 9380), 0.4916610383064516)
((15526, 70086), 0.5790458984375)
((8086, 64966), 0.41928012474498505)
((8086, 466), 0.6743077477179342)
((8086, 3278), 0.48463345097976185)
((8086, 245364), 0.5306958814775911)
((8086, 11066), 0.5515693933823529)
((8086, 340386), 0.49979095588235295)
((8086, 9380), 0.46816793168880455)
((8086, 70086), 0.6025390050551471)
((8242, 71654), 0.5874668560606061)
((61390, 71654), 0.5383723958333333)
((15526, 71654), 0.5123958333333334)
((8086, 71654), 0.48890272671568624)
((64966, 8416), 0.4462998335002865)
((466, 8416), 0.5342040526440239)
((3278, 8416), 0.5122616660324708)
((245364, 8416), 0.5091269841269841)
((11066, 8416), 0.4882534722222222)
((340386, 8416), 0.5400319097222221)
((9380, 8416), 0.5716549339157706)
((70086, 8416), 0.6423618706597223)
((64966, 25950), 0.41270449528000036)
((64966, 247248), 0.3888349844289035)
((466, 25950), 0.6652600588456157)
((466, 247248), 0.5670370968253869)
((3278, 25950), 0.13996095081401158)
((3278, 247248), 0.692298879134232)
((245364, 25950), 0.5185540674603175)
((245364, 247248), 0.41313960452602094)
((11066, 25950), 0.49768055555555557)
((11066, 247248), 0.392266092621259)
((340386, 25950), 0.5494589930555556)
((340386, 247248), 0.444044530121259)
((9380, 25950), 0.5810820172491039)
((9380, 247248), 0.4756675543148074)
((70086, 25950), 0.6517889539930556)
((70086, 247248), 0.546374491058759)
((64966, 8242), 0.6708963023698649)
((64966, 61390), 0.5926577428792346)
((64966, 15526), 0.42945459871638125)
((64966, 8086), 0.41928012474498505)
((466, 8242), 0.40051462459887277)
((466, 61390), 0.4995697052476482)
((466, 15526), 0.6977854926443309)
((466, 8086), 0.6743077477179342)
((3278, 8242), 0.4034691719069835)
((3278, 61390), 0.40448455836592256)
((3278, 15526), 0.18191722136741154)
((3278, 8086), 0.48463345097976185)
((245364, 8242), 0.6292600108225108)
((245364, 61390), 0.4198344494047619)
((245364, 15526), 0.4458110119047619)
((245364, 8086), 0.46930411852240894)
((11066, 8242), 0.6501335227272728)
((11066, 61390), 0.3989609375)
((11066, 15526), 0.42493749999999997)
((11066, 8086), 0.44843060661764705)
((340386, 8242), 0.5983550852272728)
((340386, 61390), 0.450739375)
((340386, 15526), 0.47671593749999996)
((340386, 8086), 0.500209044117647)
((9380, 8242), 0.5667320610337243)
((9380, 61390), 0.4823623991935484)
((9380, 15526), 0.5083389616935484)
((9380, 8086), 0.5318320683111954)
((70086, 8242), 0.49602512428977275)
((70086, 61390), 0.5530693359375001)
((70086, 15526), 0.5790458984375)
((70086, 8086), 0.6025390050551471)
((64966, 466), 0.3793297493186063)
((64966, 3278), 0.4639750063380714)
((64966, 245364), 0.6123948447385947)
((64966, 11066), 0.6332683566433567)
((64966, 340386), 0.5814899191433567)
((64966, 9380), 0.5498668949498082)
((64966, 70086), 0.5208400417941433)
((466, 64966), 0.3793297493186063)
((466, 3278), 0.4839586467799821)
((466, 245364), 0.5340718005952381)
((466, 11066), 0.5549453125)
((466, 340386), 0.503166875)
((466, 9380), 0.4715438508064516)
((466, 70086), 0.5991630859375)
((3278, 64966), 0.4639750063380714)
((3278, 466), 0.4839586467799821)
((3278, 245364), 0.6123083062770562)
((3278, 11066), 0.6331818181818182)
((3278, 340386), 0.5814033806818182)
((3278, 9380), 0.5497803564882697)
((3278, 70086), 0.5209265802556818)
((245364, 64966), 0.6123948447385947)
((245364, 466), 0.46592819940476193)
((245364, 3278), 0.6123083062770562)
((245364, 11066), 0.6288714050686955)
((245364, 340386), 0.3767712208423125)
((245364, 9380), 0.6819367298975857)
((245364, 70086), 0.49569871077219063)
((11066, 64966), 0.6332683566433567)
((11066, 466), 0.4450546875)
((11066, 3278), 0.6331818181818182)
((11066, 245364), 0.6288714050686955)
((11066, 340386), 0.7215120471757888)
((11066, 9380), 0.5865538631046945)
((11066, 70086), 0.3121187250654683)
((340386, 64966), 0.5814899191433567)
((340386, 466), 0.496833125)
((340386, 3278), 0.5814033806818182)
((340386, 245364), 0.3767712208423125)
((340386, 11066), 0.7215120471757888)
((340386, 9380), 0.5372079567095661)
((340386, 70086), 0.2613415419142525)
((9380, 64966), 0.5498668949498082)
((9380, 466), 0.5284561491935484)
((9380, 3278), 0.5497803564882697)
((9380, 245364), 0.6819367298975857)
((9380, 11066), 0.5865538631046945)
((9380, 340386), 0.5372079567095661)
((9380, 70086), 0.15058000268416033)
((70086, 64966), 0.47915995820585666)
((70086, 466), 0.5991630859375)
((70086, 3278), 0.47907341974431816)
((70086, 245364), 0.49569871077219063)
((70086, 11066), 0.3121187250654683)
((70086, 340386), 0.2613415419142525)
((70086, 9380), 0.15058000268416033)
((64966, 71654), 0.57060168997669)
((466, 71654), 0.49227864583333336)
((3278, 71654), 0.5705151515151515)
((245364, 71654), 0.4030337096946061)
((11066, 71654), 0.696770520470434)
((340386, 71654), 0.892446666202721)
((9380, 71654), 0.5003325045936842)
((70086, 71654), 0.3284985060453183)
((71654, 8416), 0.5509201388888889)
((71654, 25950), 0.5603472222222222)
((71654, 247248), 0.45493275928792565)
((71654, 8242), 0.5874668560606061)
((71654, 61390), 0.4616276041666667)
((71654, 15526), 0.48760416666666667)
((71654, 8086), 0.5110972732843138)
((71654, 64966), 0.57060168997669)
((71654, 466), 0.5077213541666666)
((71654, 3278), 0.5705151515151515)
((71654, 245364), 0.4030337096946061)
((71654, 11066), 0.696770520470434)
((71654, 340386), 0.892446666202721)
((71654, 9380), 0.5003325045936842)
((71654, 70086), 0.3284985060453183)
((62091, 255935), 0.6663311838624338)
((62091, 3657), 0.3842411882982835)
((62091, 9097), 0.3812617136682225)
((62091, 265673), 0.5495914351851852)
((62091, 70083), 0.44415162037037037)
((62091, 8325), 0.46282404927248677)
((62091, 8277), 0.6018725988114981)
((62091, 38021), 0.5917402170298365)
((62091, 105339), 0.6110844847747232)
((62091, 8307), 0.4547958671452351)
((62091, 8317), 0.5873852957691602)
((255935, 62091), 0.6663311838624338)
((3657, 62091), 0.3842411882982835)
((255935, 3657), 0.6890182884748102)
((3657, 255935), 0.6890182884748102)
((255935, 9097), 0.6326618867243867)
((255935, 265673), 0.5167162698412698)
((255935, 70083), 0.41127645502645505)
((255935, 8325), 0.42994888392857145)
((3657, 9097), 0.6498695125232818)
((3657, 265673), 0.5269043305728088)
((3657, 70083), 0.42146451575799404)
((3657, 8325), 0.44013694466011044)
((255935, 8277), 0.6347477641554135)
((255935, 38021), 0.6246153823737518)
((255935, 105339), 0.6439596501186385)
((255935, 8307), 0.4219207018013198)
((255935, 8317), 0.6202604611130755)
((3657, 8277), 0.6245597034238745)
((3657, 38021), 0.6144273216422128)
((3657, 105339), 0.6337715893870995)
((3657, 8307), 0.4321087625328588)
((3657, 8317), 0.6100724003815365)
((9097, 62091), 0.3812617136682225)
((265673, 62091), 0.45040856481481484)
((70083, 62091), 0.5558483796296296)
((8325, 62091), 0.5371759507275132)
((9097, 255935), 0.6326618867243867)
((9097, 3657), 0.6498695125232818)
((265673, 255935), 0.48328373015873016)
((265673, 3657), 0.47309566942719117)
((70083, 255935), 0.588723544973545)
((70083, 3657), 0.578535484242006)
((8325, 255935), 0.5700511160714286)
((8325, 3657), 0.5598630553398896)
((9097, 265673), 0.5832607323232324)
((9097, 70083), 0.4778209175084175)
((9097, 8325), 0.4964933464105339)
((265673, 9097), 0.41673926767676767)
((265673, 70083), 0.8973723200920098)
((265673, 8325), 0.5421921286000362)
((70083, 9097), 0.5221790824915825)
((70083, 265673), 0.8973723200920098)
((70083, 8325), 0.38319366471460864)
((8325, 9097), 0.5035066535894661)
((8325, 265673), 0.5421921286000362)
((8325, 70083), 0.38319366471460864)
((9097, 8277), 0.5682033016734509)
((9097, 38021), 0.5580709198917894)
((9097, 105339), 0.5774151876366761)
((9097, 8307), 0.48846516428328224)
((9097, 8317), 0.5537159986311131)
((265673, 8277), 0.3008782436291887)
((265673, 38021), 0.4992459166819708)
((265673, 105339), 0.4304757582095059)
((265673, 8307), 0.6266621498379937)
((265673, 8317), 0.5149352703059551)
((70083, 8277), 0.3463706735979817)
((70083, 38021), 0.5945980000964597)
((70083, 105339), 0.4657762646862712)
((70083, 8307), 0.4899892328336396)
((70083, 8317), 0.6829270843187094)
((8325, 8277), 0.48565097859259543)
((8325, 38021), 0.4396820250132363)
((8325, 105339), 0.3626606641107004)
((8325, 8307), 0.38404236340037545)
((8325, 8317), 0.28874296511223274)
((8277, 62091), 0.6018725988114981)
((38021, 62091), 0.5917402170298365)
((105339, 62091), 0.6110844847747232)
((8307, 62091), 0.5452041328547649)
((8317, 62091), 0.5873852957691602)
((8277, 255935), 0.6347477641554135)
((8277, 3657), 0.6245597034238745)
((38021, 255935), 0.6246153823737518)
((38021, 3657), 0.6144273216422128)
((105339, 255935), 0.6439596501186385)
((105339, 3657), 0.6337715893870995)
((8307, 255935), 0.5780792981986802)
((8307, 3657), 0.5678912374671412)
((8317, 255935), 0.6202604611130755)
((8317, 3657), 0.6100724003815365)
((8277, 9097), 0.5682033016734509)
((8277, 265673), 0.3008782436291887)
((8277, 70083), 0.3463706735979817)
((8277, 8325), 0.48565097859259543)
((38021, 9097), 0.5580709198917894)
((38021, 265673), 0.4992459166819708)
((38021, 70083), 0.5945980000964597)
((38021, 8325), 0.4396820250132363)
((105339, 9097), 0.5774151876366761)
((105339, 265673), 0.4304757582095059)
((105339, 70083), 0.4657762646862712)
((105339, 8325), 0.3626606641107004)
((8307, 9097), 0.5115348357167178)
((8307, 265673), 0.6266621498379937)
((8307, 70083), 0.4899892328336396)
((8307, 8325), 0.38404236340037545)
((8317, 9097), 0.5537159986311131)
((8317, 265673), 0.5149352703059551)
((8317, 70083), 0.6829270843187094)
((8317, 8325), 0.28874296511223274)
((8277, 38021), 0.5630120182248193)
((8277, 105339), 0.604560952297027)
((8277, 8307), 0.5162711399092984)
((8277, 8317), 0.5282197123107413)
((38021, 8277), 0.5630120182248193)
((38021, 105339), 0.6473177025905653)
((38021, 8307), 0.40966135509150226)
((38021, 8317), 0.5705564122796808)
((105339, 8277), 0.604560952297027)
((105339, 38021), 0.6473177025905653)
((105339, 8307), 0.5699274814642203)
((105339, 8317), 0.6151524487764257)
((8307, 8277), 0.5162711399092984)
((8307, 38021), 0.40966135509150226)
((8307, 105339), 0.5699274814642203)
((8307, 8317), 0.43187255554464493)
((8317, 8277), 0.5282197123107413)
((8317, 38021), 0.5705564122796808)
((8317, 105339), 0.6151524487764257)
((8317, 8307), 0.43187255554464493)
((8752, 11294), 0.7322222222222222)
((8752, 70092), 0.567086286018749)
((8752, 8944), 0.44063736775078366)
((8752, 77502), 0.49226562499999993)
